,date,city,newDeaths,deaths,newCases,totalCases
77,2022-01-01,Alfenas/MG,0,205,0,10818
5673,2022-01-02,Alfenas/MG,0,205,0,10818
11269,2022-01-03,Alfenas/MG,0,205,0,10818
16865,2022-01-04,Alfenas/MG,0,205,0,10818
22461,2022-01-05,Alfenas/MG,0,205,0,10818
28057,2022-01-06,Alfenas/MG,0,205,0,10818
33653,2022-01-07,Alfenas/MG,0,205,0,10818
39249,2022-01-08,Alfenas/MG,0,205,0,10818
44845,2022-01-09,Alfenas/MG,0,205,0,10818
50441,2022-01-10,Alfenas/MG,0,205,0,10818
56037,2022-01-11,Alfenas/MG,0,205,0,10818
61633,2022-01-12,Alfenas/MG,0,205,0,10818
67229,2022-01-13,Alfenas/MG,0,205,0,10818
72825,2022-01-14,Alfenas/MG,0,205,0,10818
78421,2022-01-15,Alfenas/MG,0,205,0,10818
84018,2022-01-16,Alfenas/MG,0,205,0,10818
89614,2022-01-17,Alfenas/MG,0,205,0,10818
95210,2022-01-18,Alfenas/MG,0,205,0,10818
100806,2022-01-19,Alfenas/MG,0,205,0,10818
106402,2022-01-20,Alfenas/MG,0,205,0,10818
111998,2022-01-21,Alfenas/MG,0,205,0,10818
117594,2022-01-22,Alfenas/MG,0,205,0,10818
123190,2022-01-23,Alfenas/MG,0,205,0,10818
128786,2022-01-24,Alfenas/MG,0,205,0,10818
134382,2022-01-25,Alfenas/MG,0,205,0,10818
139978,2022-01-26,Alfenas/MG,0,205,0,10818
145574,2022-01-27,Alfenas/MG,0,205,0,10818
151170,2022-01-28,Alfenas/MG,0,205,0,10818
156766,2022-01-29,Alfenas/MG,0,205,0,10818
162362,2022-01-30,Alfenas/MG,0,205,0,10818
167958,2022-01-31,Alfenas/MG,0,205,0,10818
173554,2022-02-01,Alfenas/MG,0,205,0,10818
179150,2022-02-02,Alfenas/MG,0,205,0,10818
184746,2022-02-03,Alfenas/MG,0,205,0,10818
190342,2022-02-04,Alfenas/MG,0,205,0,10818
195938,2022-02-05,Alfenas/MG,0,205,0,10818
201534,2022-02-06,Alfenas/MG,0,205,0,10818
207130,2022-02-07,Alfenas/MG,0,205,0,10818
212726,2022-02-08,Alfenas/MG,0,205,0,10818
218322,2022-02-09,Alfenas/MG,0,205,0,10818
223918,2022-02-10,Alfenas/MG,0,205,0,10818
229514,2022-02-11,Alfenas/MG,0,205,0,10818
235110,2022-02-12,Alfenas/MG,0,205,0,10818
240706,2022-02-13,Alfenas/MG,0,205,0,10818
246302,2022-02-14,Alfenas/MG,0,205,0,10818
251898,2022-02-15,Alfenas/MG,0,205,0,10818
257494,2022-02-16,Alfenas/MG,0,205,0,10818
263090,2022-02-17,Alfenas/MG,0,205,0,10818
268686,2022-02-18,Alfenas/MG,0,205,0,10818
274282,2022-02-19,Alfenas/MG,0,205,0,10818
279878,2022-02-20,Alfenas/MG,0,205,0,10818
285474,2022-02-21,Alfenas/MG,0,205,0,10818
291071,2022-02-22,Alfenas/MG,0,205,0,10818
296667,2022-02-23,Alfenas/MG,0,205,0,10818
302263,2022-02-24,Alfenas/MG,0,205,0,10818
307859,2022-02-25,Alfenas/MG,0,205,0,10818
313455,2022-02-26,Alfenas/MG,0,205,0,10818
319051,2022-02-27,Alfenas/MG,0,205,0,10818
324647,2022-02-28,Alfenas/MG,0,205,0,10818
330243,2022-03-01,Alfenas/MG,0,205,0,10818
335839,2022-03-02,Alfenas/MG,0,205,0,10818
341435,2022-03-03,Alfenas/MG,0,205,0,10818
347031,2022-03-04,Alfenas/MG,0,205,0,10818
352627,2022-03-05,Alfenas/MG,0,205,0,10818
358223,2022-03-06,Alfenas/MG,0,205,0,10818
363819,2022-03-07,Alfenas/MG,0,205,0,10818
369415,2022-03-08,Alfenas/MG,0,205,0,10818
375011,2022-03-09,Alfenas/MG,0,205,0,10818
380607,2022-03-10,Alfenas/MG,0,205,0,10818
386203,2022-03-11,Alfenas/MG,0,205,0,10818
391799,2022-03-12,Alfenas/MG,0,205,0,10818
397395,2022-03-13,Alfenas/MG,0,205,0,10818
402991,2022-03-14,Alfenas/MG,0,205,0,10818
408587,2022-03-15,Alfenas/MG,0,205,0,10818
414183,2022-03-16,Alfenas/MG,0,205,0,10818
419779,2022-03-17,Alfenas/MG,0,205,0,10818
425375,2022-03-18,Alfenas/MG,0,205,0,10818
430971,2022-03-19,Alfenas/MG,0,205,0,10818
436567,2022-03-20,Alfenas/MG,0,205,0,10818
442163,2022-03-21,Alfenas/MG,0,205,0,10818
447759,2022-03-22,Alfenas/MG,0,205,0,10818
453355,2022-03-23,Alfenas/MG,0,205,0,10818
458951,2022-03-24,Alfenas/MG,0,205,0,10818
464547,2022-03-25,Alfenas/MG,0,205,0,10818
470144,2022-03-26,Alfenas/MG,0,205,0,10818
475741,2022-03-27,Alfenas/MG,0,205,0,10818
481338,2022-03-28,Alfenas/MG,0,205,0,10818
486935,2022-03-29,Alfenas/MG,0,205,0,10818
492532,2022-03-30,Alfenas/MG,0,205,0,10818
498129,2022-03-31,Alfenas/MG,0,205,0,10818
503726,2022-04-01,Alfenas/MG,0,205,0,10818
509323,2022-04-02,Alfenas/MG,0,205,0,10818
514920,2022-04-03,Alfenas/MG,0,205,0,10818
520517,2022-04-04,Alfenas/MG,0,205,0,10818
526114,2022-04-05,Alfenas/MG,0,205,0,10818
531711,2022-04-06,Alfenas/MG,0,205,0,10818
537308,2022-04-07,Alfenas/MG,0,205,0,10818
542905,2022-04-08,Alfenas/MG,0,205,0,10818
548502,2022-04-09,Alfenas/MG,0,205,0,10818
554099,2022-04-10,Alfenas/MG,0,205,0,10818
559696,2022-04-11,Alfenas/MG,0,205,0,10818
565293,2022-04-12,Alfenas/MG,0,205,0,10818
570890,2022-04-13,Alfenas/MG,0,205,0,10818
576487,2022-04-14,Alfenas/MG,0,205,0,10818
582084,2022-04-15,Alfenas/MG,0,205,0,10818
587681,2022-04-16,Alfenas/MG,0,205,0,10818
593278,2022-04-17,Alfenas/MG,0,205,0,10818
598875,2022-04-18,Alfenas/MG,0,205,0,10818
604472,2022-04-19,Alfenas/MG,0,205,0,10818
610069,2022-04-20,Alfenas/MG,0,205,0,10818
615666,2022-04-21,Alfenas/MG,0,205,0,10818
621263,2022-04-22,Alfenas/MG,0,205,0,10818
626860,2022-04-23,Alfenas/MG,0,205,0,10818
632457,2022-04-24,Alfenas/MG,0,205,0,10818
638054,2022-04-25,Alfenas/MG,0,205,0,10818
643651,2022-04-26,Alfenas/MG,0,205,0,10818
649248,2022-04-27,Alfenas/MG,0,205,0,10818
654845,2022-04-28,Alfenas/MG,0,205,0,10818
660442,2022-04-29,Alfenas/MG,0,205,0,10818
666039,2022-04-30,Alfenas/MG,0,205,0,10818
671636,2022-05-01,Alfenas/MG,0,205,0,10818
677233,2022-05-02,Alfenas/MG,0,205,0,10818
682830,2022-05-03,Alfenas/MG,0,205,0,10818
688427,2022-05-04,Alfenas/MG,0,205,0,10818
694024,2022-05-05,Alfenas/MG,0,205,0,10818
699621,2022-05-06,Alfenas/MG,0,205,0,10818
705218,2022-05-07,Alfenas/MG,0,205,0,10818
710815,2022-05-08,Alfenas/MG,0,205,0,10818
716412,2022-05-09,Alfenas/MG,0,205,0,10818
722009,2022-05-10,Alfenas/MG,0,205,0,10818
727606,2022-05-11,Alfenas/MG,0,205,0,10818
733203,2022-05-12,Alfenas/MG,0,205,0,10818
738800,2022-05-13,Alfenas/MG,0,205,0,10818
744397,2022-05-14,Alfenas/MG,0,205,0,10818
749994,2022-05-15,Alfenas/MG,0,205,0,10818
755591,2022-05-16,Alfenas/MG,0,205,0,10818
761188,2022-05-17,Alfenas/MG,0,205,0,10818
766785,2022-05-18,Alfenas/MG,0,205,0,10818
772382,2022-05-19,Alfenas/MG,0,205,0,10818
777979,2022-05-20,Alfenas/MG,0,205,0,10818
783576,2022-05-21,Alfenas/MG,0,205,0,10818
789173,2022-05-22,Alfenas/MG,0,205,0,10818
794770,2022-05-23,Alfenas/MG,0,205,0,10818
800367,2022-05-24,Alfenas/MG,0,205,0,10818
805964,2022-05-25,Alfenas/MG,0,205,0,10818
811561,2022-05-26,Alfenas/MG,0,205,0,10818
817158,2022-05-27,Alfenas/MG,0,205,0,10818
822755,2022-05-28,Alfenas/MG,0,205,0,10818
828352,2022-05-29,Alfenas/MG,0,205,0,10818
833949,2022-05-30,Alfenas/MG,0,205,0,10818
839546,2022-05-31,Alfenas/MG,0,205,0,10818
845143,2022-06-01,Alfenas/MG,0,205,0,10818
850740,2022-06-02,Alfenas/MG,0,205,0,10818
856337,2022-06-03,Alfenas/MG,0,205,0,10818
861934,2022-06-04,Alfenas/MG,0,205,0,10818
867531,2022-06-05,Alfenas/MG,0,205,0,10818
873128,2022-06-06,Alfenas/MG,0,205,0,10818
878725,2022-06-07,Alfenas/MG,0,205,0,10818
884322,2022-06-08,Alfenas/MG,0,205,0,10818
889919,2022-06-09,Alfenas/MG,0,205,0,10818
895516,2022-06-10,Alfenas/MG,0,205,0,10818
901113,2022-06-11,Alfenas/MG,0,205,0,10818
906710,2022-06-12,Alfenas/MG,0,205,0,10818
912307,2022-06-13,Alfenas/MG,0,205,0,10818
917904,2022-06-14,Alfenas/MG,0,205,0,10818
923501,2022-06-15,Alfenas/MG,0,205,0,10818
929098,2022-06-16,Alfenas/MG,0,205,0,10818
934695,2022-06-17,Alfenas/MG,0,205,0,10818
940292,2022-06-18,Alfenas/MG,0,205,0,10818
945889,2022-06-19,Alfenas/MG,0,205,0,10818
951486,2022-06-20,Alfenas/MG,0,205,0,10818
957083,2022-06-21,Alfenas/MG,0,205,0,10818
962680,2022-06-22,Alfenas/MG,0,205,0,10818
968277,2022-06-23,Alfenas/MG,0,205,0,10818
973874,2022-06-24,Alfenas/MG,0,205,0,10818
979471,2022-06-25,Alfenas/MG,0,205,0,10818
985068,2022-06-26,Alfenas/MG,0,205,0,10818
990665,2022-06-27,Alfenas/MG,0,205,0,10818
996262,2022-06-28,Alfenas/MG,0,205,0,10818
1001859,2022-06-29,Alfenas/MG,0,205,0,10818
1007456,2022-06-30,Alfenas/MG,0,205,0,10818
1013053,2022-07-01,Alfenas/MG,45,250,11459,22277
1018650,2022-07-02,Alfenas/MG,0,250,0,22277
1024247,2022-07-03,Alfenas/MG,0,250,0,22277
1029844,2022-07-04,Alfenas/MG,0,250,206,22483
1035441,2022-07-05,Alfenas/MG,0,250,16,22499
1041038,2022-07-06,Alfenas/MG,0,250,0,22499
1046635,2022-07-07,Alfenas/MG,0,250,0,22499
1052232,2022-07-08,Alfenas/MG,0,250,0,22499
1057829,2022-07-09,Alfenas/MG,0,250,0,22499
1063426,2022-07-10,Alfenas/MG,0,250,0,22499
96,2022-01-01,Alpinópolis/MG,0,45,0,1843
5692,2022-01-02,Alpinópolis/MG,0,45,0,1843
11288,2022-01-03,Alpinópolis/MG,0,45,0,1843
16884,2022-01-04,Alpinópolis/MG,0,45,0,1843
22480,2022-01-05,Alpinópolis/MG,0,45,0,1843
28076,2022-01-06,Alpinópolis/MG,0,45,0,1843
33672,2022-01-07,Alpinópolis/MG,0,45,0,1843
39268,2022-01-08,Alpinópolis/MG,0,45,0,1843
44864,2022-01-09,Alpinópolis/MG,0,45,0,1843
50460,2022-01-10,Alpinópolis/MG,0,45,0,1843
56056,2022-01-11,Alpinópolis/MG,0,45,0,1843
61652,2022-01-12,Alpinópolis/MG,0,45,0,1843
67248,2022-01-13,Alpinópolis/MG,0,45,0,1843
72844,2022-01-14,Alpinópolis/MG,0,45,0,1843
78440,2022-01-15,Alpinópolis/MG,0,45,0,1843
84037,2022-01-16,Alpinópolis/MG,0,45,0,1843
89633,2022-01-17,Alpinópolis/MG,0,45,0,1843
95229,2022-01-18,Alpinópolis/MG,0,45,0,1843
100825,2022-01-19,Alpinópolis/MG,0,45,0,1843
106421,2022-01-20,Alpinópolis/MG,0,45,0,1843
112017,2022-01-21,Alpinópolis/MG,0,45,0,1843
117613,2022-01-22,Alpinópolis/MG,0,45,0,1843
123209,2022-01-23,Alpinópolis/MG,0,45,0,1843
128805,2022-01-24,Alpinópolis/MG,0,45,0,1843
134401,2022-01-25,Alpinópolis/MG,0,45,0,1843
139997,2022-01-26,Alpinópolis/MG,0,45,0,1843
145593,2022-01-27,Alpinópolis/MG,0,45,0,1843
151189,2022-01-28,Alpinópolis/MG,0,45,0,1843
156785,2022-01-29,Alpinópolis/MG,0,45,0,1843
162381,2022-01-30,Alpinópolis/MG,0,45,0,1843
167977,2022-01-31,Alpinópolis/MG,0,45,0,1843
173573,2022-02-01,Alpinópolis/MG,0,45,0,1843
179169,2022-02-02,Alpinópolis/MG,0,45,0,1843
184765,2022-02-03,Alpinópolis/MG,0,45,0,1843
190361,2022-02-04,Alpinópolis/MG,0,45,0,1843
195957,2022-02-05,Alpinópolis/MG,0,45,0,1843
201553,2022-02-06,Alpinópolis/MG,0,45,0,1843
207149,2022-02-07,Alpinópolis/MG,0,45,0,1843
212745,2022-02-08,Alpinópolis/MG,0,45,0,1843
218341,2022-02-09,Alpinópolis/MG,0,45,0,1843
223937,2022-02-10,Alpinópolis/MG,0,45,0,1843
229533,2022-02-11,Alpinópolis/MG,0,45,0,1843
235129,2022-02-12,Alpinópolis/MG,0,45,0,1843
240725,2022-02-13,Alpinópolis/MG,0,45,0,1843
246321,2022-02-14,Alpinópolis/MG,0,45,0,1843
251917,2022-02-15,Alpinópolis/MG,0,45,0,1843
257513,2022-02-16,Alpinópolis/MG,0,45,0,1843
263109,2022-02-17,Alpinópolis/MG,0,45,0,1843
268705,2022-02-18,Alpinópolis/MG,0,45,0,1843
274301,2022-02-19,Alpinópolis/MG,0,45,0,1843
279897,2022-02-20,Alpinópolis/MG,0,45,0,1843
285493,2022-02-21,Alpinópolis/MG,0,45,0,1843
291090,2022-02-22,Alpinópolis/MG,0,45,0,1843
296686,2022-02-23,Alpinópolis/MG,0,45,0,1843
302282,2022-02-24,Alpinópolis/MG,0,45,0,1843
307878,2022-02-25,Alpinópolis/MG,0,45,0,1843
313474,2022-02-26,Alpinópolis/MG,0,45,0,1843
319070,2022-02-27,Alpinópolis/MG,0,45,0,1843
324666,2022-02-28,Alpinópolis/MG,0,45,0,1843
330262,2022-03-01,Alpinópolis/MG,0,45,0,1843
335858,2022-03-02,Alpinópolis/MG,0,45,0,1843
341454,2022-03-03,Alpinópolis/MG,0,45,0,1843
347050,2022-03-04,Alpinópolis/MG,0,45,0,1843
352646,2022-03-05,Alpinópolis/MG,0,45,0,1843
358242,2022-03-06,Alpinópolis/MG,0,45,0,1843
363838,2022-03-07,Alpinópolis/MG,0,45,0,1843
369434,2022-03-08,Alpinópolis/MG,0,45,0,1843
375030,2022-03-09,Alpinópolis/MG,0,45,0,1843
380626,2022-03-10,Alpinópolis/MG,0,45,0,1843
386222,2022-03-11,Alpinópolis/MG,0,45,0,1843
391818,2022-03-12,Alpinópolis/MG,0,45,0,1843
397414,2022-03-13,Alpinópolis/MG,0,45,0,1843
403010,2022-03-14,Alpinópolis/MG,0,45,0,1843
408606,2022-03-15,Alpinópolis/MG,0,45,0,1843
414202,2022-03-16,Alpinópolis/MG,0,45,0,1843
419798,2022-03-17,Alpinópolis/MG,0,45,0,1843
425394,2022-03-18,Alpinópolis/MG,0,45,0,1843
430990,2022-03-19,Alpinópolis/MG,0,45,0,1843
436586,2022-03-20,Alpinópolis/MG,0,45,0,1843
442182,2022-03-21,Alpinópolis/MG,0,45,0,1843
447778,2022-03-22,Alpinópolis/MG,0,45,0,1843
453374,2022-03-23,Alpinópolis/MG,0,45,0,1843
458970,2022-03-24,Alpinópolis/MG,0,45,0,1843
464566,2022-03-25,Alpinópolis/MG,0,45,0,1843
470163,2022-03-26,Alpinópolis/MG,0,45,0,1843
475760,2022-03-27,Alpinópolis/MG,0,45,0,1843
481357,2022-03-28,Alpinópolis/MG,0,45,0,1843
486954,2022-03-29,Alpinópolis/MG,0,45,0,1843
492551,2022-03-30,Alpinópolis/MG,0,45,0,1843
498148,2022-03-31,Alpinópolis/MG,0,45,0,1843
503745,2022-04-01,Alpinópolis/MG,0,45,0,1843
509342,2022-04-02,Alpinópolis/MG,0,45,0,1843
514939,2022-04-03,Alpinópolis/MG,0,45,0,1843
520536,2022-04-04,Alpinópolis/MG,0,45,0,1843
526133,2022-04-05,Alpinópolis/MG,0,45,0,1843
531730,2022-04-06,Alpinópolis/MG,0,45,0,1843
537327,2022-04-07,Alpinópolis/MG,0,45,0,1843
542924,2022-04-08,Alpinópolis/MG,0,45,0,1843
548521,2022-04-09,Alpinópolis/MG,0,45,0,1843
554118,2022-04-10,Alpinópolis/MG,0,45,0,1843
559715,2022-04-11,Alpinópolis/MG,0,45,0,1843
565312,2022-04-12,Alpinópolis/MG,0,45,0,1843
570909,2022-04-13,Alpinópolis/MG,0,45,0,1843
576506,2022-04-14,Alpinópolis/MG,0,45,0,1843
582103,2022-04-15,Alpinópolis/MG,0,45,0,1843
587700,2022-04-16,Alpinópolis/MG,0,45,0,1843
593297,2022-04-17,Alpinópolis/MG,0,45,0,1843
598894,2022-04-18,Alpinópolis/MG,0,45,0,1843
604491,2022-04-19,Alpinópolis/MG,0,45,0,1843
610088,2022-04-20,Alpinópolis/MG,0,45,0,1843
615685,2022-04-21,Alpinópolis/MG,0,45,0,1843
621282,2022-04-22,Alpinópolis/MG,0,45,0,1843
626879,2022-04-23,Alpinópolis/MG,0,45,0,1843
632476,2022-04-24,Alpinópolis/MG,0,45,0,1843
638073,2022-04-25,Alpinópolis/MG,0,45,0,1843
643670,2022-04-26,Alpinópolis/MG,0,45,0,1843
649267,2022-04-27,Alpinópolis/MG,0,45,0,1843
654864,2022-04-28,Alpinópolis/MG,0,45,0,1843
660461,2022-04-29,Alpinópolis/MG,0,45,0,1843
666058,2022-04-30,Alpinópolis/MG,0,45,0,1843
671655,2022-05-01,Alpinópolis/MG,0,45,0,1843
677252,2022-05-02,Alpinópolis/MG,0,45,0,1843
682849,2022-05-03,Alpinópolis/MG,0,45,0,1843
688446,2022-05-04,Alpinópolis/MG,0,45,0,1843
694043,2022-05-05,Alpinópolis/MG,0,45,0,1843
699640,2022-05-06,Alpinópolis/MG,0,45,0,1843
705237,2022-05-07,Alpinópolis/MG,0,45,0,1843
710834,2022-05-08,Alpinópolis/MG,0,45,0,1843
716431,2022-05-09,Alpinópolis/MG,0,45,0,1843
722028,2022-05-10,Alpinópolis/MG,0,45,0,1843
727625,2022-05-11,Alpinópolis/MG,0,45,0,1843
733222,2022-05-12,Alpinópolis/MG,0,45,0,1843
738819,2022-05-13,Alpinópolis/MG,0,45,0,1843
744416,2022-05-14,Alpinópolis/MG,0,45,0,1843
750013,2022-05-15,Alpinópolis/MG,0,45,0,1843
755610,2022-05-16,Alpinópolis/MG,0,45,0,1843
761207,2022-05-17,Alpinópolis/MG,0,45,0,1843
766804,2022-05-18,Alpinópolis/MG,0,45,0,1843
772401,2022-05-19,Alpinópolis/MG,0,45,0,1843
777998,2022-05-20,Alpinópolis/MG,0,45,0,1843
783595,2022-05-21,Alpinópolis/MG,0,45,0,1843
789192,2022-05-22,Alpinópolis/MG,0,45,0,1843
794789,2022-05-23,Alpinópolis/MG,0,45,0,1843
800386,2022-05-24,Alpinópolis/MG,0,45,0,1843
805983,2022-05-25,Alpinópolis/MG,0,45,0,1843
811580,2022-05-26,Alpinópolis/MG,0,45,0,1843
817177,2022-05-27,Alpinópolis/MG,0,45,0,1843
822774,2022-05-28,Alpinópolis/MG,0,45,0,1843
828371,2022-05-29,Alpinópolis/MG,0,45,0,1843
833968,2022-05-30,Alpinópolis/MG,0,45,0,1843
839565,2022-05-31,Alpinópolis/MG,0,45,0,1843
845162,2022-06-01,Alpinópolis/MG,0,45,0,1843
850759,2022-06-02,Alpinópolis/MG,0,45,0,1843
856356,2022-06-03,Alpinópolis/MG,0,45,0,1843
861953,2022-06-04,Alpinópolis/MG,0,45,0,1843
867550,2022-06-05,Alpinópolis/MG,0,45,0,1843
873147,2022-06-06,Alpinópolis/MG,0,45,0,1843
878744,2022-06-07,Alpinópolis/MG,0,45,0,1843
884341,2022-06-08,Alpinópolis/MG,0,45,0,1843
889938,2022-06-09,Alpinópolis/MG,0,45,0,1843
895535,2022-06-10,Alpinópolis/MG,0,45,0,1843
901132,2022-06-11,Alpinópolis/MG,0,45,0,1843
906729,2022-06-12,Alpinópolis/MG,0,45,0,1843
912326,2022-06-13,Alpinópolis/MG,0,45,0,1843
917923,2022-06-14,Alpinópolis/MG,0,45,0,1843
923520,2022-06-15,Alpinópolis/MG,0,45,0,1843
929117,2022-06-16,Alpinópolis/MG,0,45,0,1843
934714,2022-06-17,Alpinópolis/MG,0,45,0,1843
940311,2022-06-18,Alpinópolis/MG,0,45,0,1843
945908,2022-06-19,Alpinópolis/MG,0,45,0,1843
951505,2022-06-20,Alpinópolis/MG,0,45,0,1843
957102,2022-06-21,Alpinópolis/MG,0,45,0,1843
962699,2022-06-22,Alpinópolis/MG,0,45,0,1843
968296,2022-06-23,Alpinópolis/MG,0,45,0,1843
973893,2022-06-24,Alpinópolis/MG,0,45,0,1843
979490,2022-06-25,Alpinópolis/MG,0,45,0,1843
985087,2022-06-26,Alpinópolis/MG,0,45,0,1843
990684,2022-06-27,Alpinópolis/MG,0,45,0,1843
996281,2022-06-28,Alpinópolis/MG,0,45,0,1843
1001878,2022-06-29,Alpinópolis/MG,0,45,0,1843
1007475,2022-06-30,Alpinópolis/MG,0,45,0,1843
1013072,2022-07-01,Alpinópolis/MG,6,51,2427,4270
1018669,2022-07-02,Alpinópolis/MG,0,51,0,4270
1024266,2022-07-03,Alpinópolis/MG,0,51,0,4270
1029863,2022-07-04,Alpinópolis/MG,0,51,46,4316
1035460,2022-07-05,Alpinópolis/MG,0,51,26,4342
1041057,2022-07-06,Alpinópolis/MG,0,51,37,4379
1046654,2022-07-07,Alpinópolis/MG,0,51,16,4395
1052251,2022-07-08,Alpinópolis/MG,0,51,27,4422
1057848,2022-07-09,Alpinópolis/MG,0,51,0,4422
1063445,2022-07-10,Alpinópolis/MG,0,51,0,4422
104,2022-01-01,Alterosa/MG,0,37,0,811
5700,2022-01-02,Alterosa/MG,0,37,0,811
11296,2022-01-03,Alterosa/MG,0,37,0,811
16892,2022-01-04,Alterosa/MG,0,37,0,811
22488,2022-01-05,Alterosa/MG,0,37,0,811
28084,2022-01-06,Alterosa/MG,0,37,0,811
33680,2022-01-07,Alterosa/MG,0,37,0,811
39276,2022-01-08,Alterosa/MG,0,37,0,811
44872,2022-01-09,Alterosa/MG,0,37,0,811
50468,2022-01-10,Alterosa/MG,0,37,0,811
56064,2022-01-11,Alterosa/MG,0,37,0,811
61660,2022-01-12,Alterosa/MG,0,37,0,811
67256,2022-01-13,Alterosa/MG,0,37,0,811
72852,2022-01-14,Alterosa/MG,0,37,0,811
78448,2022-01-15,Alterosa/MG,0,37,0,811
84045,2022-01-16,Alterosa/MG,0,37,0,811
89641,2022-01-17,Alterosa/MG,0,37,0,811
95237,2022-01-18,Alterosa/MG,0,37,0,811
100833,2022-01-19,Alterosa/MG,0,37,0,811
106429,2022-01-20,Alterosa/MG,0,37,0,811
112025,2022-01-21,Alterosa/MG,0,37,0,811
117621,2022-01-22,Alterosa/MG,0,37,0,811
123217,2022-01-23,Alterosa/MG,0,37,0,811
128813,2022-01-24,Alterosa/MG,0,37,0,811
134409,2022-01-25,Alterosa/MG,0,37,0,811
140005,2022-01-26,Alterosa/MG,0,37,0,811
145601,2022-01-27,Alterosa/MG,0,37,0,811
151197,2022-01-28,Alterosa/MG,0,37,0,811
156793,2022-01-29,Alterosa/MG,0,37,0,811
162389,2022-01-30,Alterosa/MG,0,37,0,811
167985,2022-01-31,Alterosa/MG,0,37,0,811
173581,2022-02-01,Alterosa/MG,0,37,0,811
179177,2022-02-02,Alterosa/MG,0,37,0,811
184773,2022-02-03,Alterosa/MG,0,37,0,811
190369,2022-02-04,Alterosa/MG,0,37,0,811
195965,2022-02-05,Alterosa/MG,0,37,0,811
201561,2022-02-06,Alterosa/MG,0,37,0,811
207157,2022-02-07,Alterosa/MG,0,37,0,811
212753,2022-02-08,Alterosa/MG,0,37,0,811
218349,2022-02-09,Alterosa/MG,0,37,0,811
223945,2022-02-10,Alterosa/MG,0,37,0,811
229541,2022-02-11,Alterosa/MG,0,37,0,811
235137,2022-02-12,Alterosa/MG,0,37,0,811
240733,2022-02-13,Alterosa/MG,0,37,0,811
246329,2022-02-14,Alterosa/MG,0,37,0,811
251925,2022-02-15,Alterosa/MG,0,37,0,811
257521,2022-02-16,Alterosa/MG,0,37,0,811
263117,2022-02-17,Alterosa/MG,0,37,0,811
268713,2022-02-18,Alterosa/MG,0,37,0,811
274309,2022-02-19,Alterosa/MG,0,37,0,811
279905,2022-02-20,Alterosa/MG,0,37,0,811
285501,2022-02-21,Alterosa/MG,0,37,0,811
291098,2022-02-22,Alterosa/MG,0,37,0,811
296694,2022-02-23,Alterosa/MG,0,37,0,811
302290,2022-02-24,Alterosa/MG,0,37,0,811
307886,2022-02-25,Alterosa/MG,0,37,0,811
313482,2022-02-26,Alterosa/MG,0,37,0,811
319078,2022-02-27,Alterosa/MG,0,37,0,811
324674,2022-02-28,Alterosa/MG,0,37,0,811
330270,2022-03-01,Alterosa/MG,0,37,0,811
335866,2022-03-02,Alterosa/MG,0,37,0,811
341462,2022-03-03,Alterosa/MG,0,37,0,811
347058,2022-03-04,Alterosa/MG,0,37,0,811
352654,2022-03-05,Alterosa/MG,0,37,0,811
358250,2022-03-06,Alterosa/MG,0,37,0,811
363846,2022-03-07,Alterosa/MG,0,37,0,811
369442,2022-03-08,Alterosa/MG,0,37,0,811
375038,2022-03-09,Alterosa/MG,0,37,0,811
380634,2022-03-10,Alterosa/MG,0,37,0,811
386230,2022-03-11,Alterosa/MG,0,37,0,811
391826,2022-03-12,Alterosa/MG,0,37,0,811
397422,2022-03-13,Alterosa/MG,0,37,0,811
403018,2022-03-14,Alterosa/MG,0,37,0,811
408614,2022-03-15,Alterosa/MG,0,37,0,811
414210,2022-03-16,Alterosa/MG,0,37,0,811
419806,2022-03-17,Alterosa/MG,0,37,0,811
425402,2022-03-18,Alterosa/MG,0,37,0,811
430998,2022-03-19,Alterosa/MG,0,37,0,811
436594,2022-03-20,Alterosa/MG,0,37,0,811
442190,2022-03-21,Alterosa/MG,0,37,0,811
447786,2022-03-22,Alterosa/MG,0,37,0,811
453382,2022-03-23,Alterosa/MG,0,37,0,811
458978,2022-03-24,Alterosa/MG,0,37,0,811
464574,2022-03-25,Alterosa/MG,0,37,0,811
470171,2022-03-26,Alterosa/MG,0,37,0,811
475768,2022-03-27,Alterosa/MG,0,37,0,811
481365,2022-03-28,Alterosa/MG,0,37,0,811
486962,2022-03-29,Alterosa/MG,0,37,0,811
492559,2022-03-30,Alterosa/MG,0,37,0,811
498156,2022-03-31,Alterosa/MG,0,37,0,811
503753,2022-04-01,Alterosa/MG,0,37,0,811
509350,2022-04-02,Alterosa/MG,0,37,0,811
514947,2022-04-03,Alterosa/MG,0,37,0,811
520544,2022-04-04,Alterosa/MG,0,37,0,811
526141,2022-04-05,Alterosa/MG,0,37,0,811
531738,2022-04-06,Alterosa/MG,0,37,0,811
537335,2022-04-07,Alterosa/MG,0,37,0,811
542932,2022-04-08,Alterosa/MG,0,37,0,811
548529,2022-04-09,Alterosa/MG,0,37,0,811
554126,2022-04-10,Alterosa/MG,0,37,0,811
559723,2022-04-11,Alterosa/MG,0,37,0,811
565320,2022-04-12,Alterosa/MG,0,37,0,811
570917,2022-04-13,Alterosa/MG,0,37,0,811
576514,2022-04-14,Alterosa/MG,0,37,0,811
582111,2022-04-15,Alterosa/MG,0,37,0,811
587708,2022-04-16,Alterosa/MG,0,37,0,811
