,date,city,newDeaths,deaths,newCases,totalCases
821531,2022-05-27,Santa Rita do Sapucaí/MG,0,80,0,4383
827128,2022-05-28,Santa Rita do Sapucaí/MG,0,80,0,4383
832725,2022-05-29,Santa Rita do Sapucaí/MG,0,80,0,4383
838322,2022-05-30,Santa Rita do Sapucaí/MG,0,80,0,4383
843919,2022-05-31,Santa Rita do Sapucaí/MG,0,80,0,4383
849516,2022-06-01,Santa Rita do Sapucaí/MG,0,80,0,4383
855113,2022-06-02,Santa Rita do Sapucaí/MG,0,80,0,4383
860710,2022-06-03,Santa Rita do Sapucaí/MG,0,80,0,4383
866307,2022-06-04,Santa Rita do Sapucaí/MG,0,80,0,4383
871904,2022-06-05,Santa Rita do Sapucaí/MG,0,80,0,4383
877501,2022-06-06,Santa Rita do Sapucaí/MG,0,80,0,4383
883098,2022-06-07,Santa Rita do Sapucaí/MG,0,80,0,4383
888695,2022-06-08,Santa Rita do Sapucaí/MG,0,80,0,4383
894292,2022-06-09,Santa Rita do Sapucaí/MG,0,80,0,4383
899889,2022-06-10,Santa Rita do Sapucaí/MG,0,80,0,4383
905486,2022-06-11,Santa Rita do Sapucaí/MG,0,80,0,4383
911083,2022-06-12,Santa Rita do Sapucaí/MG,0,80,0,4383
916680,2022-06-13,Santa Rita do Sapucaí/MG,0,80,0,4383
922277,2022-06-14,Santa Rita do Sapucaí/MG,0,80,0,4383
927874,2022-06-15,Santa Rita do Sapucaí/MG,0,80,0,4383
933471,2022-06-16,Santa Rita do Sapucaí/MG,0,80,0,4383
939068,2022-06-17,Santa Rita do Sapucaí/MG,0,80,0,4383
944665,2022-06-18,Santa Rita do Sapucaí/MG,0,80,0,4383
950262,2022-06-19,Santa Rita do Sapucaí/MG,0,80,0,4383
955859,2022-06-20,Santa Rita do Sapucaí/MG,0,80,0,4383
961456,2022-06-21,Santa Rita do Sapucaí/MG,0,80,0,4383
967053,2022-06-22,Santa Rita do Sapucaí/MG,0,80,0,4383
972650,2022-06-23,Santa Rita do Sapucaí/MG,0,80,0,4383
978247,2022-06-24,Santa Rita do Sapucaí/MG,0,80,0,4383
983844,2022-06-25,Santa Rita do Sapucaí/MG,0,80,0,4383
989441,2022-06-26,Santa Rita do Sapucaí/MG,0,80,0,4383
995038,2022-06-27,Santa Rita do Sapucaí/MG,0,80,0,4383
1000635,2022-06-28,Santa Rita do Sapucaí/MG,0,80,0,4383
1006232,2022-06-29,Santa Rita do Sapucaí/MG,0,80,0,4383
1011829,2022-06-30,Santa Rita do Sapucaí/MG,0,80,0,4383
1017426,2022-07-01,Santa Rita do Sapucaí/MG,6,86,3747,8130
1023023,2022-07-02,Santa Rita do Sapucaí/MG,0,86,0,8130
1028620,2022-07-03,Santa Rita do Sapucaí/MG,0,86,0,8130
1034217,2022-07-04,Santa Rita do Sapucaí/MG,0,86,43,8173
1039814,2022-07-05,Santa Rita do Sapucaí/MG,0,86,19,8192
1045411,2022-07-06,Santa Rita do Sapucaí/MG,0,86,6,8198
1051008,2022-07-07,Santa Rita do Sapucaí/MG,0,86,10,8208
1056605,2022-07-08,Santa Rita do Sapucaí/MG,0,86,0,8208
1062202,2022-07-09,Santa Rita do Sapucaí/MG,0,86,0,8208
1067799,2022-07-10,Santa Rita do Sapucaí/MG,0,86,0,8208
4836,2022-01-01,São Gonçalo do Sapucaí/MG,0,61,0,2749
10432,2022-01-02,São Gonçalo do Sapucaí/MG,0,61,0,2749
16028,2022-01-03,São Gonçalo do Sapucaí/MG,0,61,0,2749
21624,2022-01-04,São Gonçalo do Sapucaí/MG,0,61,0,2749
27220,2022-01-05,São Gonçalo do Sapucaí/MG,0,61,0,2749
32816,2022-01-06,São Gonçalo do Sapucaí/MG,0,61,0,2749
38412,2022-01-07,São Gonçalo do Sapucaí/MG,0,61,0,2749
44008,2022-01-08,São Gonçalo do Sapucaí/MG,0,61,0,2749
49604,2022-01-09,São Gonçalo do Sapucaí/MG,0,61,0,2749
55200,2022-01-10,São Gonçalo do Sapucaí/MG,0,61,0,2749
60796,2022-01-11,São Gonçalo do Sapucaí/MG,0,61,0,2749
66392,2022-01-12,São Gonçalo do Sapucaí/MG,0,61,0,2749
71988,2022-01-13,São Gonçalo do Sapucaí/MG,0,61,0,2749
77584,2022-01-14,São Gonçalo do Sapucaí/MG,0,61,0,2749
83181,2022-01-15,São Gonçalo do Sapucaí/MG,0,61,0,2749
88777,2022-01-16,São Gonçalo do Sapucaí/MG,0,61,0,2749
94373,2022-01-17,São Gonçalo do Sapucaí/MG,0,61,0,2749
99969,2022-01-18,São Gonçalo do Sapucaí/MG,0,61,0,2749
105565,2022-01-19,São Gonçalo do Sapucaí/MG,0,61,0,2749
111161,2022-01-20,São Gonçalo do Sapucaí/MG,0,61,0,2749
116757,2022-01-21,São Gonçalo do Sapucaí/MG,0,61,0,2749
122353,2022-01-22,São Gonçalo do Sapucaí/MG,0,61,0,2749
127949,2022-01-23,São Gonçalo do Sapucaí/MG,0,61,0,2749
133545,2022-01-24,São Gonçalo do Sapucaí/MG,0,61,0,2749
139141,2022-01-25,São Gonçalo do Sapucaí/MG,0,61,0,2749
144737,2022-01-26,São Gonçalo do Sapucaí/MG,0,61,0,2749
150333,2022-01-27,São Gonçalo do Sapucaí/MG,0,61,0,2749
155929,2022-01-28,São Gonçalo do Sapucaí/MG,0,61,0,2749
161525,2022-01-29,São Gonçalo do Sapucaí/MG,0,61,0,2749
167121,2022-01-30,São Gonçalo do Sapucaí/MG,0,61,0,2749
172717,2022-01-31,São Gonçalo do Sapucaí/MG,0,61,0,2749
178313,2022-02-01,São Gonçalo do Sapucaí/MG,0,61,0,2749
183909,2022-02-02,São Gonçalo do Sapucaí/MG,0,61,0,2749
189505,2022-02-03,São Gonçalo do Sapucaí/MG,0,61,0,2749
195101,2022-02-04,São Gonçalo do Sapucaí/MG,0,61,0,2749
200697,2022-02-05,São Gonçalo do Sapucaí/MG,0,61,0,2749
206293,2022-02-06,São Gonçalo do Sapucaí/MG,0,61,0,2749
211889,2022-02-07,São Gonçalo do Sapucaí/MG,0,61,0,2749
217485,2022-02-08,São Gonçalo do Sapucaí/MG,0,61,0,2749
223081,2022-02-09,São Gonçalo do Sapucaí/MG,0,61,0,2749
228677,2022-02-10,São Gonçalo do Sapucaí/MG,0,61,0,2749
234273,2022-02-11,São Gonçalo do Sapucaí/MG,0,61,0,2749
239869,2022-02-12,São Gonçalo do Sapucaí/MG,0,61,0,2749
245465,2022-02-13,São Gonçalo do Sapucaí/MG,0,61,0,2749
251061,2022-02-14,São Gonçalo do Sapucaí/MG,0,61,0,2749
256657,2022-02-15,São Gonçalo do Sapucaí/MG,0,61,0,2749
262253,2022-02-16,São Gonçalo do Sapucaí/MG,0,61,0,2749
267849,2022-02-17,São Gonçalo do Sapucaí/MG,0,61,0,2749
273445,2022-02-18,São Gonçalo do Sapucaí/MG,0,61,0,2749
279041,2022-02-19,São Gonçalo do Sapucaí/MG,0,61,0,2749
284637,2022-02-20,São Gonçalo do Sapucaí/MG,0,61,0,2749
290234,2022-02-21,São Gonçalo do Sapucaí/MG,0,61,0,2749
295830,2022-02-22,São Gonçalo do Sapucaí/MG,0,61,0,2749
301426,2022-02-23,São Gonçalo do Sapucaí/MG,0,61,0,2749
307022,2022-02-24,São Gonçalo do Sapucaí/MG,0,61,0,2749
312618,2022-02-25,São Gonçalo do Sapucaí/MG,0,61,0,2749
318214,2022-02-26,São Gonçalo do Sapucaí/MG,0,61,0,2749
323810,2022-02-27,São Gonçalo do Sapucaí/MG,0,61,0,2749
329406,2022-02-28,São Gonçalo do Sapucaí/MG,0,61,0,2749
335002,2022-03-01,São Gonçalo do Sapucaí/MG,0,61,0,2749
340598,2022-03-02,São Gonçalo do Sapucaí/MG,0,61,0,2749
346194,2022-03-03,São Gonçalo do Sapucaí/MG,0,61,0,2749
351790,2022-03-04,São Gonçalo do Sapucaí/MG,0,61,0,2749
357386,2022-03-05,São Gonçalo do Sapucaí/MG,0,61,0,2749
362982,2022-03-06,São Gonçalo do Sapucaí/MG,0,61,0,2749
368578,2022-03-07,São Gonçalo do Sapucaí/MG,0,61,0,2749
374174,2022-03-08,São Gonçalo do Sapucaí/MG,0,61,0,2749
379770,2022-03-09,São Gonçalo do Sapucaí/MG,0,61,0,2749
385366,2022-03-10,São Gonçalo do Sapucaí/MG,0,61,0,2749
390962,2022-03-11,São Gonçalo do Sapucaí/MG,0,61,0,2749
396558,2022-03-12,São Gonçalo do Sapucaí/MG,0,61,0,2749
402154,2022-03-13,São Gonçalo do Sapucaí/MG,0,61,0,2749
407750,2022-03-14,São Gonçalo do Sapucaí/MG,0,61,0,2749
413346,2022-03-15,São Gonçalo do Sapucaí/MG,0,61,0,2749
418942,2022-03-16,São Gonçalo do Sapucaí/MG,0,61,0,2749
424538,2022-03-17,São Gonçalo do Sapucaí/MG,0,61,0,2749
430134,2022-03-18,São Gonçalo do Sapucaí/MG,0,61,0,2749
435730,2022-03-19,São Gonçalo do Sapucaí/MG,0,61,0,2749
441326,2022-03-20,São Gonçalo do Sapucaí/MG,0,61,0,2749
446922,2022-03-21,São Gonçalo do Sapucaí/MG,0,61,0,2749
452518,2022-03-22,São Gonçalo do Sapucaí/MG,0,61,0,2749
458114,2022-03-23,São Gonçalo do Sapucaí/MG,0,61,0,2749
463710,2022-03-24,São Gonçalo do Sapucaí/MG,0,61,0,2749
469307,2022-03-25,São Gonçalo do Sapucaí/MG,0,61,0,2749
474904,2022-03-26,São Gonçalo do Sapucaí/MG,0,61,0,2749
480501,2022-03-27,São Gonçalo do Sapucaí/MG,0,61,0,2749
486098,2022-03-28,São Gonçalo do Sapucaí/MG,0,61,0,2749
491695,2022-03-29,São Gonçalo do Sapucaí/MG,0,61,0,2749
497292,2022-03-30,São Gonçalo do Sapucaí/MG,0,61,0,2749
502889,2022-03-31,São Gonçalo do Sapucaí/MG,0,61,0,2749
508486,2022-04-01,São Gonçalo do Sapucaí/MG,0,61,0,2749
514083,2022-04-02,São Gonçalo do Sapucaí/MG,0,61,0,2749
519680,2022-04-03,São Gonçalo do Sapucaí/MG,0,61,0,2749
525277,2022-04-04,São Gonçalo do Sapucaí/MG,0,61,0,2749
530874,2022-04-05,São Gonçalo do Sapucaí/MG,0,61,0,2749
536471,2022-04-06,São Gonçalo do Sapucaí/MG,0,61,0,2749
542068,2022-04-07,São Gonçalo do Sapucaí/MG,0,61,0,2749
547665,2022-04-08,São Gonçalo do Sapucaí/MG,0,61,0,2749
553262,2022-04-09,São Gonçalo do Sapucaí/MG,0,61,0,2749
558859,2022-04-10,São Gonçalo do Sapucaí/MG,0,61,0,2749
564456,2022-04-11,São Gonçalo do Sapucaí/MG,0,61,0,2749
570053,2022-04-12,São Gonçalo do Sapucaí/MG,0,61,0,2749
575650,2022-04-13,São Gonçalo do Sapucaí/MG,0,61,0,2749
581247,2022-04-14,São Gonçalo do Sapucaí/MG,0,61,0,2749
586844,2022-04-15,São Gonçalo do Sapucaí/MG,0,61,0,2749
592441,2022-04-16,São Gonçalo do Sapucaí/MG,0,61,0,2749
598038,2022-04-17,São Gonçalo do Sapucaí/MG,0,61,0,2749
603635,2022-04-18,São Gonçalo do Sapucaí/MG,0,61,0,2749
609232,2022-04-19,São Gonçalo do Sapucaí/MG,0,61,0,2749
614829,2022-04-20,São Gonçalo do Sapucaí/MG,0,61,0,2749
620426,2022-04-21,São Gonçalo do Sapucaí/MG,0,61,0,2749
626023,2022-04-22,São Gonçalo do Sapucaí/MG,0,61,0,2749
631620,2022-04-23,São Gonçalo do Sapucaí/MG,0,61,0,2749
637217,2022-04-24,São Gonçalo do Sapucaí/MG,0,61,0,2749
642814,2022-04-25,São Gonçalo do Sapucaí/MG,0,61,0,2749
648411,2022-04-26,São Gonçalo do Sapucaí/MG,0,61,0,2749
654008,2022-04-27,São Gonçalo do Sapucaí/MG,0,61,0,2749
659605,2022-04-28,São Gonçalo do Sapucaí/MG,0,61,0,2749
665202,2022-04-29,São Gonçalo do Sapucaí/MG,0,61,0,2749
670799,2022-04-30,São Gonçalo do Sapucaí/MG,0,61,0,2749
676396,2022-05-01,São Gonçalo do Sapucaí/MG,0,61,0,2749
681993,2022-05-02,São Gonçalo do Sapucaí/MG,0,61,0,2749
687590,2022-05-03,São Gonçalo do Sapucaí/MG,0,61,0,2749
693187,2022-05-04,São Gonçalo do Sapucaí/MG,0,61,0,2749
698784,2022-05-05,São Gonçalo do Sapucaí/MG,0,61,0,2749
704381,2022-05-06,São Gonçalo do Sapucaí/MG,0,61,0,2749
709978,2022-05-07,São Gonçalo do Sapucaí/MG,0,61,0,2749
715575,2022-05-08,São Gonçalo do Sapucaí/MG,0,61,0,2749
721172,2022-05-09,São Gonçalo do Sapucaí/MG,0,61,0,2749
726769,2022-05-10,São Gonçalo do Sapucaí/MG,0,61,0,2749
732366,2022-05-11,São Gonçalo do Sapucaí/MG,0,61,0,2749
737963,2022-05-12,São Gonçalo do Sapucaí/MG,0,61,0,2749
743560,2022-05-13,São Gonçalo do Sapucaí/MG,0,61,0,2749
749157,2022-05-14,São Gonçalo do Sapucaí/MG,0,61,0,2749
754754,2022-05-15,São Gonçalo do Sapucaí/MG,0,61,0,2749
760351,2022-05-16,São Gonçalo do Sapucaí/MG,0,61,0,2749
765948,2022-05-17,São Gonçalo do Sapucaí/MG,0,61,0,2749
771545,2022-05-18,São Gonçalo do Sapucaí/MG,0,61,0,2749
777142,2022-05-19,São Gonçalo do Sapucaí/MG,0,61,0,2749
782739,2022-05-20,São Gonçalo do Sapucaí/MG,0,61,0,2749
788336,2022-05-21,São Gonçalo do Sapucaí/MG,0,61,0,2749
793933,2022-05-22,São Gonçalo do Sapucaí/MG,0,61,0,2749
799530,2022-05-23,São Gonçalo do Sapucaí/MG,0,61,0,2749
805127,2022-05-24,São Gonçalo do Sapucaí/MG,0,61,0,2749
810724,2022-05-25,São Gonçalo do Sapucaí/MG,0,61,0,2749
816321,2022-05-26,São Gonçalo do Sapucaí/MG,0,61,0,2749
821918,2022-05-27,São Gonçalo do Sapucaí/MG,0,61,0,2749
827515,2022-05-28,São Gonçalo do Sapucaí/MG,0,61,0,2749
833112,2022-05-29,São Gonçalo do Sapucaí/MG,0,61,0,2749
838709,2022-05-30,São Gonçalo do Sapucaí/MG,0,61,0,2749
844306,2022-05-31,São Gonçalo do Sapucaí/MG,0,61,0,2749
849903,2022-06-01,São Gonçalo do Sapucaí/MG,0,61,0,2749
855500,2022-06-02,São Gonçalo do Sapucaí/MG,0,61,0,2749
861097,2022-06-03,São Gonçalo do Sapucaí/MG,0,61,0,2749
866694,2022-06-04,São Gonçalo do Sapucaí/MG,0,61,0,2749
872291,2022-06-05,São Gonçalo do Sapucaí/MG,0,61,0,2749
877888,2022-06-06,São Gonçalo do Sapucaí/MG,0,61,0,2749
883485,2022-06-07,São Gonçalo do Sapucaí/MG,0,61,0,2749
889082,2022-06-08,São Gonçalo do Sapucaí/MG,0,61,0,2749
894679,2022-06-09,São Gonçalo do Sapucaí/MG,0,61,0,2749
900276,2022-06-10,São Gonçalo do Sapucaí/MG,0,61,0,2749
905873,2022-06-11,São Gonçalo do Sapucaí/MG,0,61,0,2749
911470,2022-06-12,São Gonçalo do Sapucaí/MG,0,61,0,2749
917067,2022-06-13,São Gonçalo do Sapucaí/MG,0,61,0,2749
922664,2022-06-14,São Gonçalo do Sapucaí/MG,0,61,0,2749
928261,2022-06-15,São Gonçalo do Sapucaí/MG,0,61,0,2749
933858,2022-06-16,São Gonçalo do Sapucaí/MG,0,61,0,2749
939455,2022-06-17,São Gonçalo do Sapucaí/MG,0,61,0,2749
945052,2022-06-18,São Gonçalo do Sapucaí/MG,0,61,0,2749
950649,2022-06-19,São Gonçalo do Sapucaí/MG,0,61,0,2749
956246,2022-06-20,São Gonçalo do Sapucaí/MG,0,61,0,2749
961843,2022-06-21,São Gonçalo do Sapucaí/MG,0,61,0,2749
967440,2022-06-22,São Gonçalo do Sapucaí/MG,0,61,0,2749
973037,2022-06-23,São Gonçalo do Sapucaí/MG,0,61,0,2749
978634,2022-06-24,São Gonçalo do Sapucaí/MG,0,61,0,2749
984231,2022-06-25,São Gonçalo do Sapucaí/MG,0,61,0,2749
989828,2022-06-26,São Gonçalo do Sapucaí/MG,0,61,0,2749
995425,2022-06-27,São Gonçalo do Sapucaí/MG,0,61,0,2749
1001022,2022-06-28,São Gonçalo do Sapucaí/MG,0,61,0,2749
1006619,2022-06-29,São Gonçalo do Sapucaí/MG,0,61,0,2749
1012216,2022-06-30,São Gonçalo do Sapucaí/MG,0,61,0,2749
1017813,2022-07-01,São Gonçalo do Sapucaí/MG,14,75,2955,5704
1023410,2022-07-02,São Gonçalo do Sapucaí/MG,0,75,0,5704
1029007,2022-07-03,São Gonçalo do Sapucaí/MG,0,75,0,5704
1034604,2022-07-04,São Gonçalo do Sapucaí/MG,0,75,0,5704
1040201,2022-07-05,São Gonçalo do Sapucaí/MG,0,75,22,5726
1045798,2022-07-06,São Gonçalo do Sapucaí/MG,0,75,0,5726
1051395,2022-07-07,São Gonçalo do Sapucaí/MG,0,75,0,5726
1056992,2022-07-08,São Gonçalo do Sapucaí/MG,0,75,32,5758
1062589,2022-07-09,São Gonçalo do Sapucaí/MG,0,75,0,5758
1068186,2022-07-10,São Gonçalo do Sapucaí/MG,0,75,0,5758
4969,2022-01-01,São Lourenço/MG,0,145,0,5888
10565,2022-01-02,São Lourenço/MG,0,145,0,5888
16161,2022-01-03,São Lourenço/MG,0,145,0,5888
21757,2022-01-04,São Lourenço/MG,0,145,0,5888
27353,2022-01-05,São Lourenço/MG,0,145,0,5888
32949,2022-01-06,São Lourenço/MG,0,145,0,5888
38545,2022-01-07,São Lourenço/MG,0,145,0,5888
44141,2022-01-08,São Lourenço/MG,0,145,0,5888
49737,2022-01-09,São Lourenço/MG,0,145,0,5888
55333,2022-01-10,São Lourenço/MG,0,145,0,5888
60929,2022-01-11,São Lourenço/MG,0,145,0,5888
66525,2022-01-12,São Lourenço/MG,0,145,0,5888
72121,2022-01-13,São Lourenço/MG,0,145,0,5888
77717,2022-01-14,São Lourenço/MG,0,145,0,5888
83314,2022-01-15,São Lourenço/MG,0,145,0,5888
88910,2022-01-16,São Lourenço/MG,0,145,0,5888
94506,2022-01-17,São Lourenço/MG,0,145,0,5888
100102,2022-01-18,São Lourenço/MG,0,145,0,5888
105698,2022-01-19,São Lourenço/MG,0,145,0,5888
111294,2022-01-20,São Lourenço/MG,0,145,0,5888
116890,2022-01-21,São Lourenço/MG,0,145,0,5888
122486,2022-01-22,São Lourenço/MG,0,145,0,5888
128082,2022-01-23,São Lourenço/MG,0,145,0,5888
133678,2022-01-24,São Lourenço/MG,0,145,0,5888
139274,2022-01-25,São Lourenço/MG,0,145,0,5888
144870,2022-01-26,São Lourenço/MG,0,145,0,5888
150466,2022-01-27,São Lourenço/MG,0,145,0,5888
156062,2022-01-28,São Lourenço/MG,0,145,0,5888
161658,2022-01-29,São Lourenço/MG,0,145,0,5888
167254,2022-01-30,São Lourenço/MG,0,145,0,5888
172850,2022-01-31,São Lourenço/MG,0,145,0,5888
178446,2022-02-01,São Lourenço/MG,0,145,0,5888
184042,2022-02-02,São Lourenço/MG,0,145,0,5888
189638,2022-02-03,São Lourenço/MG,0,145,0,5888
195234,2022-02-04,São Lourenço/MG,0,145,0,5888
200830,2022-02-05,São Lourenço/MG,0,145,0,5888
206426,2022-02-06,São Lourenço/MG,0,145,0,5888
212022,2022-02-07,São Lourenço/MG,0,145,0,5888
217618,2022-02-08,São Lourenço/MG,0,145,0,5888
223214,2022-02-09,São Lourenço/MG,0,145,0,5888
228810,2022-02-10,São Lourenço/MG,0,145,0,5888
234406,2022-02-11,São Lourenço/MG,0,145,0,5888
240002,2022-02-12,São Lourenço/MG,0,145,0,5888
245598,2022-02-13,São Lourenço/MG,0,145,0,5888
251194,2022-02-14,São Lourenço/MG,0,145,0,5888
256790,2022-02-15,São Lourenço/MG,0,145,0,5888
262386,2022-02-16,São Lourenço/MG,0,145,0,5888
267982,2022-02-17,São Lourenço/MG,0,145,0,5888
273578,2022-02-18,São Lourenço/MG,0,145,0,5888
279174,2022-02-19,São Lourenço/MG,0,145,0,5888
284770,2022-02-20,São Lourenço/MG,0,145,0,5888
290367,2022-02-21,São Lourenço/MG,0,145,0,5888
295963,2022-02-22,São Lourenço/MG,0,145,0,5888
301559,2022-02-23,São Lourenço/MG,0,145,0,5888
307155,2022-02-24,São Lourenço/MG,0,145,0,5888
312751,2022-02-25,São Lourenço/MG,0,145,0,5888
318347,2022-02-26,São Lourenço/MG,0,145,0,5888
323943,2022-02-27,São Lourenço/MG,0,145,0,5888
329539,2022-02-28,São Lourenço/MG,0,145,0,5888
335135,2022-03-01,São Lourenço/MG,0,145,0,5888
340731,2022-03-02,São Lourenço/MG,0,145,0,5888
346327,2022-03-03,São Lourenço/MG,0,145,0,5888
351923,2022-03-04,São Lourenço/MG,0,145,0,5888
357519,2022-03-05,São Lourenço/MG,0,145,0,5888
363115,2022-03-06,São Lourenço/MG,0,145,0,5888
368711,2022-03-07,São Lourenço/MG,0,145,0,5888
374307,2022-03-08,São Lourenço/MG,0,145,0,5888
379903,2022-03-09,São Lourenço/MG,0,145,0,5888
385499,2022-03-10,São Lourenço/MG,0,145,0,5888
391095,2022-03-11,São Lourenço/MG,0,145,0,5888
396691,2022-03-12,São Lourenço/MG,0,145,0,5888
402287,2022-03-13,São Lourenço/MG,0,145,0,5888
407883,2022-03-14,São Lourenço/MG,0,145,0,5888
413479,2022-03-15,São Lourenço/MG,0,145,0,5888
419075,2022-03-16,São Lourenço/MG,0,145,0,5888
424671,2022-03-17,São Lourenço/MG,0,145,0,5888
430267,2022-03-18,São Lourenço/MG,0,145,0,5888
435863,2022-03-19,São Lourenço/MG,0,145,0,5888
441459,2022-03-20,São Lourenço/MG,0,145,0,5888
447055,2022-03-21,São Lourenço/MG,0,145,0,5888
452651,2022-03-22,São Lourenço/MG,0,145,0,5888
458247,2022-03-23,São Lourenço/MG,0,145,0,5888
463843,2022-03-24,São Lourenço/MG,0,145,0,5888
469440,2022-03-25,São Lourenço/MG,0,145,0,5888
475037,2022-03-26,São Lourenço/MG,0,145,0,5888
480634,2022-03-27,São Lourenço/MG,0,145,0,5888
486231,2022-03-28,São Lourenço/MG,0,145,0,5888
491828,2022-03-29,São Lourenço/MG,0,145,0,5888
497425,2022-03-30,São Lourenço/MG,0,145,0,5888
503022,2022-03-31,São Lourenço/MG,0,145,0,5888
508619,2022-04-01,São Lourenço/MG,0,145,0,5888
514216,2022-04-02,São Lourenço/MG,0,145,0,5888
519813,2022-04-03,São Lourenço/MG,0,145,0,5888
525410,2022-04-04,São Lourenço/MG,0,145,0,5888
531007,2022-04-05,São Lourenço/MG,0,145,0,5888
536604,2022-04-06,São Lourenço/MG,0,145,0,5888
542201,2022-04-07,São Lourenço/MG,0,145,0,5888
547798,2022-04-08,São Lourenço/MG,0,145,0,5888
553395,2022-04-09,São Lourenço/MG,0,145,0,5888
558992,2022-04-10,São Lourenço/MG,0,145,0,5888
564589,2022-04-11,São Lourenço/MG,0,145,0,5888
570186,2022-04-12,São Lourenço/MG,0,145,0,5888
575783,2022-04-13,São Lourenço/MG,0,145,0,5888
581380,2022-04-14,São Lourenço/MG,0,145,0,5888
586977,2022-04-15,São Lourenço/MG,0,145,0,5888
592574,2022-04-16,São Lourenço/MG,0,145,0,5888
598171,2022-04-17,São Lourenço/MG,0,145,0,5888
603768,2022-04-18,São Lourenço/MG,0,145,0,5888
609365,2022-04-19,São Lourenço/MG,0,145,0,5888
614962,2022-04-20,São Lourenço/MG,0,145,0,5888
620559,2022-04-21,São Lourenço/MG,0,145,0,5888
626156,2022-04-22,São Lourenço/MG,0,145,0,5888
631753,2022-04-23,São Lourenço/MG,0,145,0,5888
637350,2022-04-24,São Lourenço/MG,0,145,0,5888
642947,2022-04-25,São Lourenço/MG,0,145,0,5888
648544,2022-04-26,São Lourenço/MG,0,145,0,5888
654141,2022-04-27,São Lourenço/MG,0,145,0,5888
659738,2022-04-28,São Lourenço/MG,0,145,0,5888
665335,2022-04-29,São Lourenço/MG,0,145,0,5888
670932,2022-04-30,São Lourenço/MG,0,145,0,5888
676529,2022-05-01,São Lourenço/MG,0,145,0,5888
682126,2022-05-02,São Lourenço/MG,0,145,0,5888
687723,2022-05-03,São Lourenço/MG,0,145,0,5888
693320,2022-05-04,São Lourenço/MG,0,145,0,5888
698917,2022-05-05,São Lourenço/MG,0,145,0,5888
704514,2022-05-06,São Lourenço/MG,0,145,0,5888
710111,2022-05-07,São Lourenço/MG,0,145,0,5888
715708,2022-05-08,São Lourenço/MG,0,145,0,5888
721305,2022-05-09,São Lourenço/MG,0,145,0,5888
726902,2022-05-10,São Lourenço/MG,0,145,0,5888
732499,2022-05-11,São Lourenço/MG,0,145,0,5888
738096,2022-05-12,São Lourenço/MG,0,145,0,5888
743693,2022-05-13,São Lourenço/MG,0,145,0,5888
749290,2022-05-14,São Lourenço/MG,0,145,0,5888
754887,2022-05-15,São Lourenço/MG,0,145,0,5888
760484,2022-05-16,São Lourenço/MG,0,145,0,5888
766081,2022-05-17,São Lourenço/MG,0,145,0,5888
771678,2022-05-18,São Lourenço/MG,0,145,0,5888
777275,2022-05-19,São Lourenço/MG,0,145,0,5888
782872,2022-05-20,São Lourenço/MG,0,145,0,5888
788469,2022-05-21,São Lourenço/MG,0,145,0,5888
794066,2022-05-22,São Lourenço/MG,0,145,0,5888
799663,2022-05-23,São Lourenço/MG,0,145,0,5888
805260,2022-05-24,São Lourenço/MG,0,145,0,5888
810857,2022-05-25,São Lourenço/MG,0,145,0,5888
816454,2022-05-26,São Lourenço/MG,0,145,0,5888
822051,2022-05-27,São Lourenço/MG,0,145,0,5888
827648,2022-05-28,São Lourenço/MG,0,145,0,5888
833245,2022-05-29,São Lourenço/MG,0,145,0,5888
838842,2022-05-30,São Lourenço/MG,0,145,0,5888
844439,2022-05-31,São Lourenço/MG,0,145,0,5888
850036,2022-06-01,São Lourenço/MG,0,145,0,5888
855633,2022-06-02,São Lourenço/MG,0,145,0,5888
861230,2022-06-03,São Lourenço/MG,0,145,0,5888
866827,2022-06-04,São Lourenço/MG,0,145,0,5888
872424,2022-06-05,São Lourenço/MG,0,145,0,5888
878021,2022-06-06,São Lourenço/MG,0,145,0,5888
883618,2022-06-07,São Lourenço/MG,0,145,0,5888
889215,2022-06-08,São Lourenço/MG,0,145,0,5888
894812,2022-06-09,São Lourenço/MG,0,145,0,5888
900409,2022-06-10,São Lourenço/MG,0,145,0,5888
906006,2022-06-11,São Lourenço/MG,0,145,0,5888
911603,2022-06-12,São Lourenço/MG,0,145,0,5888
917200,2022-06-13,São Lourenço/MG,0,145,0,5888
922797,2022-06-14,São Lourenço/MG,0,145,0,5888
928394,2022-06-15,São Lourenço/MG,0,145,0,5888
933991,2022-06-16,São Lourenço/MG,0,145,0,5888
939588,2022-06-17,São Lourenço/MG,0,145,0,5888
945185,2022-06-18,São Lourenço/MG,0,145,0,5888
950782,2022-06-19,São Lourenço/MG,0,145,0,5888
956379,2022-06-20,São Lourenço/MG,0,145,0,5888
961976,2022-06-21,São Lourenço/MG,0,145,0,5888
967573,2022-06-22,São Lourenço/MG,0,145,0,5888
973170,2022-06-23,São Lourenço/MG,0,145,0,5888
978767,2022-06-24,São Lourenço/MG,0,145,0,5888
984364,2022-06-25,São Lourenço/MG,0,145,0,5888
989961,2022-06-26,São Lourenço/MG,0,145,0,5888
995558,2022-06-27,São Lourenço/MG,0,145,0,5888
1001155,2022-06-28,São Lourenço/MG,0,145,0,5888
1006752,2022-06-29,São Lourenço/MG,0,145,0,5888
1012349,2022-06-30,São Lourenço/MG,0,145,0,5888
