DiaSemana;Data;Semana;Ano;MGNewDeaths;MGDeaths;MGNewCases;MGTotalCases;AlfNewDeaths;AlfDeaths;AlfNewCases;AlfTotalCases;PdcNewDeaths;PdcDeaths;PdcNewCases;PdcTotalCases;VarNewDeaths;VarDeaths;VarNewCases;VarTotalCases;SdmNewDeaths;SdmDeaths;SdmNewCases;SdmTotalCases;CdvNewDeaths;CdvDeaths;CdvNewCases;CdvTotalCases;OdmNewDeaths;OdmDeaths;OdmNewCases;OdmTotalCases;MbhNewDeaths;MbhDeaths;MbhNewCases;MbhTotalCases;SPNewDeaths;SPDeaths;SPNewCases;SPTotalCases;CamNewDeaths;CamDeaths;CamNewCases;CamTotalCases;SjrNewDeaths;SjrDeaths;SjrNewCases;SjrTotalCases;RbpNewDeaths;RbpDeaths;RbpNewCases;RbpTotalCases;MmpNewDeaths;MmpDeaths;MmpNewCases;MmpTotalCases;MspNewDeaths;MspDeaths;MspNewCases;MspTotalCases;VppNewDeaths;VppDeaths;VppNewCases;VppTotalCases;AraNewDeaths;AraDeaths;AraNewCases;AraTotalCases;PirNewDeaths;PirDeaths;PirNewCases;PirTotalCases
qui;2022-02-24;113;2022;123;59539;11610;3181947;1;237;174;16337;0;545;53;23275;0;378;150;27886;9;5699;1395;355288;0;823;445;57148;0;1424;609;77847;19;11859;126;508213;303;164094;15228;4984895;11;10278;1306;332389;2;3000;174;113902;3;4257;210;132283;114;2895;431;117069;109;56437;1355;1293877;6;5192;575;206454;0;1154;396;54485;3;2752;346;108024
sex;2022-02-25;113;2022;50;59589;12028;3193975;0;237;176;16513;3;548;58;23333;0;378;83;27969;8;5707;1246;356534;0;823;226;57374;1;1425;511;78358;34;11893;3235;511448;211;164305;14764;4999659;6;10284;1122;333511;1;3001;34;113936;7;4264;338;132621;115;2896;417;117486;83;56520;1015;1294892;4;5196;404;206858;5;1159;528;55013;4;2756;190;108214
sáb;2022-02-26;113;2022;54;59643;3829;3197804;0;237;163;16676;1;549;68;23401;0;378;76;28045;6;5713;1255;357789;1;824;356;57730;5;1430;350;78708;11;11904;2043;513491;211;164516;11290;5010949;25;10309;965;334476;0;3001;47;113983;5;4269;113;132734;116;2899;304;117790;61;56581;989;1295881;7;5203;323;207181;1;1160;387;55400;10;2766;154;108368
dom;2022-02-27;113;2022;2;59645;1690;3199494;0;237;0;16676;0;549;0;23401;0;378;96;28141;5;5718;498;358287;0;824;190;57920;4;1434;24;78732;13;11917;300;513791;7;164523;4865;5015814;0;10309;536;335012;0;3001;31;114014;0;4269;591;133325;117;2899;4;117794;4;56585;514;1296395;1;5204;121;207302;0;1160;90;55490;0;2766;853;109221
seg;2022-02-28;114;2022;2;59647;4112;3203606;0;237;0;16676;0;549;0;23401;0;378;0;28141;0;5718;131;358418;0;824;90;58010;0;1434;18;78750;0;11917;132;513923;9;164532;1639;5017453;0;10309;4;335016;2;3003;94;114108;0;4269;392;133717;118;2899;0;117794;4;56589;82;1296477;1;5205;182;207484;0;1160;72;55562;1;2767;15;109236
ter;2022-03-01;114;2022;51;59698;166;3203772;0;237;0;16676;0;549;52;23453;1;379;53;28194;1;5719;866;359284;0;824;24;58034;0;1434;4;78754;1;11918;1884;515807;81;164613;2959;5020412;1;10310;371;335387;1;3004;203;114311;1;4270;111;133828;119;2899;1;117795;48;56637;272;1296749;1;5206;258;207742;1;1161;72;55634;1;2768;32;109268
qua;2022-03-02;114;2022;24;59722;10262;3214034;0;237;0;16676;1;550;0;23453;3;382;0;28194;5;5724;0;359284;0;824;0;58034;0;1434;0;78754;17;11935;9;515816;29;164642;2978;5023390;0;10310;5;335392;0;3004;447;114758;2;4272;32;133860;120;2899;1;117796;12;56649;332;1297081;0;5206;157;207899;0;1161;130;55764;1;2769;1;109269
qui;2022-03-03;114;2022;67;59789;7735;3221769;0;237;0;16676;0;550;111;23564;0;382;0;28194;2;5726;631;359915;0;824;50;58084;0;1434;45;78799;13;11948;4624;520440;193;164835;10193;5033583;22;10332;771;336163;5;3009;144;114902;4;4276;25;133885;121;2900;979;118775;32;56681;894;1297975;0;5206;349;208248;0;1161;225;55989;3;2772;507;109776
sex;2022-03-04;114;2022;86;59875;8131;3229900;0;237;194;16870;1;551;71;23635;0;382;0;28194;4;5730;1163;361078;1;825;206;58290;2;1436;938;79737;7;11955;165;520605;198;165033;11868;5045451;16;10348;1193;337356;2;3011;167;115069;4;4280;34;133919;122;2904;448;119223;47;56728;922;1298897;12;5218;237;208485;0;1161;937;56926;3;2775;155;109931
sáb;2022-03-05;114;2022;109;59984;3747;3233647;0;237;146;17016;0;551;44;23679;0;382;94;28288;3;5733;1220;362298;0;825;250;58540;5;1441;455;80192;13;11968;-9;520596;242;165275;12143;5057594;22;10370;875;338231;2;3013;95;115164;4;4284;31;133950;123;2905;689;119912;101;56829;1296;1300193;24;5242;147;208632;3;1164;572;57498;2;2777;204;110135
dom;2022-03-06;114;2022;7;59991;1146;3234793;1;238;0;17016;1;552;0;23679;6;388;160;28448;17;5750;317;362615;8;833;89;58629;0;1441;43;80235;30;11998;299;520895;13;165288;3483;5061077;0;10370;32;338263;1;3014;639;115803;1;4285;14;133964;124;2905;0;119912;5;56834;191;1300384;0;5242;17;208649;0;1164;85;57583;0;2777;24;110159
seg;2022-03-07;115;2022;8;59999;16196;3250989;0;238;0;17016;0;552;0;23679;0;388;0;28448;0;5750;104;362719;1;834;37;58666;0;1441;6;80241;3;12001;269;521164;7;165295;1184;5062261;0;10370;12;338275;2;3016;78;115881;0;4285;0;133964;125;2905;9;119921;2;56836;95;1300479;1;5243;69;208718;0;1164;36;57619;0;2777;19;110178
ter;2022-03-08;115;2022;80;60079;-1252;3249737;0;238;266;17282;0;552;17;23696;0;388;54;28502;2;5752;10642;373361;0;834;68;58734;0;1441;378;80619;2;12003;1807;522971;189;165484;12404;5074665;24;10394;1089;339364;1;3017;82;115963;7;4292;16;133980;126;2911;1514;121435;37;56873;1086;1301565;15;5258;183;208901;0;1164;322;57941;0;2777;227;110405
qua;2022-03-09;115;2022;74;60153;5286;3255023;1;239;193;17475;1;553;37;23733;0;388;62;28564;10;5762;-8701;364660;0;834;122;58856;0;1441;412;81031;20;12023;1917;524888;183;165667;13105;5087770;21;10415;963;340327;4;3021;211;116174;4;4296;74;134054;127;2917;575;122010;50;56923;909;1302474;12;5270;304;209205;0;1164;1421;59362;0;2777;317;110722
qui;2022-03-10;115;2022;107;60260;5019;3260042;1;240;126;17601;0;553;36;23769;0;388;37;28601;13;5775;485;365145;0;834;117;58973;0;1441;470;81501;15;12038;1756;526644;211;165878;12775;5100545;12;10427;1156;341483;1;3022;187;116361;0;4296;54;134108;128;2918;351;122361;56;56979;963;1303437;4;5274;218;209423;4;1168;1309;60671;1;2778;381;111103
sex;2022-03-11;115;2022;59;60319;4678;3264720;2;242;192;17793;1;554;18;23787;0;388;24;28625;12;5787;495;365640;6;840;45;59018;6;1447;275;81776;23;12061;1422;528066;103;165981;12183;5112728;3;10430;1619;343102;1;3023;286;116647;0;4296;6;134114;129;2918;655;123016;9;56988;740;1304177;6;5280;116;209539;10;1178;932;61603;1;2779;208;111311
sáb;2022-03-12;115;2022;29;60348;1044;3265764;0;242;167;17960;0;554;17;23804;2;390;38;28663;7;5794;435;366075;0;840;36;59054;0;1447;481;82257;18;12079;964;529030;105;166086;10967;5123695;9;10439;1587;344689;2;3025;88;116735;1;4297;14;134128;130;2919;740;123756;27;57015;802;1304979;6;5286;126;209665;0;1178;1054;62657;1;2780;106;111417
dom;2022-03-13;115;2022;6;60354;507;3266271;0;242;0;17960;0;554;0;23804;0;390;10;28673;2;5796;130;366205;0;840;37;59091;0;1447;24;82281;14;12093;53;529083;7;166093;5043;5128738;0;10439;1603;346292;2;3027;46;116781;0;4297;23;134151;131;2919;0;123756;-3;57012;74;1305053;0;5286;13;209678;0;1178;89;62746;0;2780;636;112053
seg;2022-03-14;116;2022;16;60370;4331;3270602;0;242;0;17960;0;554;0;23804;0;390;0;28673;0;5796;24;366229;0;840;19;59110;0;1447;0;82281;1;12094;0;529083;26;166119;1306;5130044;5;10444;473;346765;3;3030;45;116826;2;4299;2;134153;132;2920;1;123757;-2;57010;30;1305083;1;5287;32;209710;0;1178;67;62813;1;2781;174;112227
ter;2022-03-15;116;2022;21;60391;5632;3276234;0;242;193;18153;0;554;22;23826;0;390;22;28695;4;5800;735;366964;0;840;19;59129;0;1447;399;82680;3;12097;1474;530557;63;166182;11965;5142009;4;10448;2528;349293;-1;3029;85;116911;1;4300;15;134168;133;2920;613;124370;17;57027;1387;1306470;3;5290;55;209765;0;1178;432;63245;0;2781;108;112335
qua;2022-03-16;116;2022;58;60449;5223;3281457;0;242;186;18339;0;554;23;23849;0;390;24;28719;5;5805;607;367571;0;840;70;59199;1;1448;475;83155;2;12099;1631;532188;139;166321;8815;5150824;13;10461;1687;350980;7;3036;187;117098;4;4304;30;134198;134;2922;328;124698;47;57074;754;1307224;16;5306;112;209877;4;1182;162;63407;2;2783;346;112681
qui;2022-03-17;116;2022;51;60500;8886;3290343;1;243;204;18543;3;557;19;23868;3;393;21;28740;11;5816;420;367991;0;840;20;59219;1;1449;261;83416;10;12109;2208;534396;125;166446;9026;5159850;11;10472;1806;352786;1;3037;67;117165;3;4307;73;134271;135;2923;627;125325;50;57124;656;1307880;11;5317;159;210036;0;1182;272;63679;0;2783;240;112921
sex;2022-03-18;116;2022;38;60538;5376;3295719;1;244;199;18742;0;557;16;23884;0;393;21;28761;5;5821;386;368377;1;841;34;59253;1;1450;450;83866;7;12116;2153;536549;104;166550;9565;5169415;6;10478;1709;354495;2;3039;131;117296;1;4308;29;134300;136;2923;666;125991;41;57165;673;1308553;7;5324;209;210245;0;1182;343;64022;1;2784;232;113153
sáb;2022-03-19;116;2022;22;60560;1158;3296877;2;246;185;18927;0;557;17;23901;1;394;14;28775;4;5825;393;368770;0;841;49;59302;0;1450;342;84208;10;12126;2501;539050;101;166651;7651;5177066;4;10482;1525;356020;2;3041;135;117431;1;4309;17;134317;137;2927;544;126535;30;57195;630;1309183;8;5332;125;210370;3;1185;186;64208;3;2787;71;113224
dom;2022-03-20;116;2022;4;60564;310;3297187;-1;245;0;18927;-1;556;0;23901;1;395;0;28775;0;5825;71;368841;2;843;52;59354;1;1451;11;84219;3;12129;18;539068;7;166658;5299;5182365;0;10482;1915;357935;0;3041;248;117679;2;4311;336;134653;138;2927;6;126541;-1;57194;246;1309429;0;5332;8;210378;0;1185;251;64459;0;2787;746;113970
seg;2022-03-21;117;2022;37;60601;4456;3301643;0;245;0;18927;0;556;0;23901;0;395;0;28775;0;5825;33;368874;0;843;11;59365;0;1451;0;84219;4;12133;0;539068;10;166668;1472;5183837;0;10482;263;358198;2;3043;263;117942;0;4311;230;134883;139;2927;4;126545;0;57194;193;1309622;0;5332;-3;210375;0;1185;81;64540;0;2787;100;114070
ter;2022-03-22;117;2022;37;60638;5110;3306753;1;246;135;19062;1;557;13;23914;0;395;31;28806;6;5831;346;369220;2;845;14;59379;0;1451;311;84530;7;12140;2320;541388;78;166746;9782;5193619;5;10487;2045;360243;1;3044;239;118181;3;4314;174;135057;140;2929;406;126951;24;57218;755;1310377;-2;5330;48;210423;0;1185;274;64814;0;2787;128;114198
qua;2022-03-23;117;2022;49;60687;3922;3310675;-1;245;291;19353;-1;556;21;23935;0;395;19;28825;2;5833;869;370089;0;845;16;59395;0;1451;177;84707;12;12152;2222;543610;97;166843;9364;5202983;6;10493;1787;362030;0;3044;187;118368;1;4315;79;135136;141;2929;533;127484;40;57258;535;1310912;-2;5328;46;210469;3;1188;125;64939;0;2787;233;114431
qui;2022-03-24;117;2022;30;60717;3169;3313844;0;245;100;19453;0;556;8;23943;0;395;8;28833;1;5834;232;370321;0;845;34;59429;0;1451;79;84786;14;12166;2576;546186;112;166955;8953;5211936;4;10497;1685;363715;2;3046;459;118827;1;4316;166;135302;142;2929;514;127998;51;57309;345;1311257;3;5331;38;210507;0;1188;227;65166;0;2787;144;114575
sex;2022-03-25;117;2022;24;60741;3215;3317059;0;245;171;19624;0;556;0;23943;0;395;25;28858;0;5834;267;370588;0;845;18;59447;1;1452;29;84815;20;12186;2093;548279;91;167046;9300;5221236;15;10512;1577;365292;0;3046;432;119259;9;4325;241;135543;143;2932;647;128645;27;57336;611;1311868;4;5335;165;210672;1;1189;218;65384;0;2787;72;114647
sáb;2022-03-26;117;2022;26;60767;342;3317401;1;246;211;19835;1;557;16;23959;0;395;11;28869;3;5837;317;370905;3;848;42;59489;0;1452;84;84899;4;12190;2032;550311;61;167107;7177;5228413;6;10518;1584;366876;0;3046;242;119501;2;4327;66;135609;144;2932;115;128760;26;57362;642;1312510;2;5337;180;210852;0;1189;122;65506;1;2788;67;114714
dom;2022-03-27;117;2022;2;60769;116;3317517;0;246;0;19835;0;557;0;23959;0;395;7;28876;-1;5836;30;370935;0;848;14;59503;0;1452;0;84899;12;12202;16;550327;3;167110;3961;5232374;0;10518;346;367222;0;3046;518;120019;0;4327;716;136325;145;2932;2;128762;1;57363;163;1312673;0;5337;14;210866;0;1189;174;65680;0;2788;725;115439
seg;2022-03-28;118;2022;1;60770;3043;3320560;0;246;0;19835;0;557;0;23959;0;395;0;28876;0;5836;14;370949;0;848;11;59514;0;1452;0;84899;1;12203;0;550327;14;167124;1648;5234022;0;10518;116;367338;1;3047;328;120347;0;4327;204;136529;146;2932;-1;128761;9;57372;9;1312682;0;5337;26;210892;0;1189;206;65886;1;2789;86;115525
ter;2022-03-29;118;2022;33;60803;2896;3323456;0;246;168;20003;0;557;11;23970;0;395;6;28882;1;5837;279;371228;0;848;0;59514;0;1452;40;84939;0;12203;2185;552512;87;167211;7432;5241454;6;10524;934;368272;1;3048;160;120507;1;4328;243;136772;147;2932;201;128962;27;57399;678;1313360;7;5344;52;210944;1;1190;39;65925;0;2789;184;115709
qua;2022-03-30;118;2022;47;60850;2904;3326360;0;246;253;20256;1;558;16;23986;0;395;15;28897;2;5839;518;371746;0;848;25;59539;1;1453;30;84969;8;12211;1447;553959;91;167302;7813;5249267;7;10531;1072;369344;4;3052;478;120985;-1;4327;246;137018;148;2932;220;129182;35;57434;824;1314184;1;5345;69;211013;0;1190;238;66163;0;2789;136;115845
qui;2022-03-31;118;2022;29;60879;3091;3329451;0;246;211;20467;1;559;6;23992;0;395;0;28897;2;5841;329;372075;0;848;16;59555;1;1454;15;84984;11;12222;1900;555859;72;167374;8426;5257693;5;10536;1151;370495;1;3053;385;121370;3;4330;127;137145;149;2933;554;129736;7;57441;856;1315040;1;5346;90;211103;6;1196;187;66350;2;2791;449;116294
sex;2022-04-07;118;2022;0;60879;0;3329451;0;246;164;20631;0;559;2;23994;1;396;10;28907;3;5844;237;372312;0;848;23;59578;1;1455;47;85031;14;12236;1417;557276;63;167437;6828;5264521;7;10543;1094;371589;0;3053;33;121403;0;4330;125;137270;150;2933;130;129866;11;57452;1307;1316347;2;5348;122;211225;3;1199;127;66477;0;2791;107;116401
sáb;2022-04-08;118;2022;0;60879;0;3329451;0;246;0;20631;0;559;0;23994;0;396;0;28907;0;5844;0;372312;0;848;0;59578;0;1455;0;85031;0;12236;0;557276;46;167483;6650;5271171;5;10548;1283;372872;2;3055;289;121692;0;4330;30;137300;151;2933;214;130080;9;57461;745;1317092;0;5348;156;211381;0;1199;67;66544;1;2792;115;116516
dom;2022-04-09;118;2022;56;60935;4372;3333823;0;246;0;20631;0;559;0;23994;0;396;0;28907;0;5844;0;372312;0;848;0;59578;0;1455;0;85031;0;12236;0;557276;2;167485;2124;5273295;0;10548;1023;373895;0;3055;36;121728;0;4330;471;137771;152;2933;0;130080;-2;57459;-12;1317080;0;5348;19;211400;0;1199;77;66621;0;2792;37;116553
seg;2022-04-10;118;2022;13;60948;2975;3336798;0;246;30;20661;0;559;6;24000;2;398;5;28912;5;5849;243;372555;0;848;51;59629;0;1455;84;85115;19;12255;2018;559294;6;167491;656;5273951;0;10548;69;373964;1;3056;-1;121727;0;4330;116;137887;153;2934;1;130081;2;57461;148;1317228;0;5348;88;211488;0;1199;18;66639;0;2792;7;116560
ter;2022-04-11;118;2022;39;60987;2748;3339546;0;246;23;20684;0;559;3;24003;0;398;12;28924;2;5851;88;372643;0;848;4;59633;1;1456;17;85132;4;12259;2225;561519;57;167548;6331;5280282;4;10552;943;374907;1;3057;122;121849;1;4331;143;138030;154;2937;211;130292;14;57475;526;1317754;4;5352;260;211748;1;1200;52;66691;0;2792;195;116755
qua;2022-04-12;118;2022;8;60995;510;3340056;0;246;1;20685;0;559;7;24010;0;398;15;28939;0;5851;84;372727;0;848;45;59678;0;1456;30;85162;12;12271;1447;562966;46;167594;6840;5287122;3;10555;418;375325;0;3057;82;121931;0;4331;180;138210;155;2940;664;130956;11;57486;816;1318570;0;5352;327;212075;0;1200;224;66915;2;2794;137;116892
qui;2022-04-13;118;2022;21;61016;2993;3343049;0;246;0;20685;0;559;6;24016;0;398;14;28953;0;5851;137;372864;0;848;25;59703;0;1456;7;85169;5;12276;28;562994;57;167651;7486;5294608;7;10562;671;375996;1;3058;79;122010;1;4332;87;138297;156;2941;762;131718;7;57493;696;1319266;23;5375;164;212239;0;1200;242;67157;0;2794;203;117095
sex;2022-04-14;118;2022;18;61034;1891;3344940;0;246;1;20686;0;559;3;24019;1;399;5;28958;2;5853;70;372934;1;849;9;59712;0;1456;10;85179;10;12286;2310;565304;33;167684;6393;5301001;7;10569;577;376573;0;3058;97;122107;0;4332;79;138376;157;2943;278;131996;14;57507;769;1320035;0;5375;137;212376;0;1200;255;67412;0;2794;22;117117
sáb;2022-04-15;118;2022;12;61046;191;3345131;0;246;3;20689;0;559;5;24024;0;399;8;28966;0;5853;222;373156;0;849;10;59722;0;1456;33;85212;7;12293;1201;566505;22;167706;5968;5306969;1;10570;457;377030;1;3059;61;122168;1;4333;45;138421;158;2943;225;132221;3;57510;826;1320861;0;5375;174;212550;0;1200;569;67981;0;2794;79;117196
dom;2022-04-16;118;2022;0;61046;33;3345164;0;246;0;20689;0;559;0;24024;0;399;0;28966;0;5853;18;373174;0;849;15;59737;0;1456;4;85216;2;12295;0;566505;0;167706;2373;5309342;-1;10569;277;377307;0;3059;68;122236;0;4333;603;139024;159;2943;0;132221;-1;57509;315;1321176;0;5375;79;212629;0;1200;15;67996;0;2794;529;117725
seg;2022-04-17;118;2022;0;61046;562;3345726;0;246;0;20689;0;559;0;24024;0;399;0;28966;0;5853;4;373178;0;849;0;59737;0;1456;0;85216;0;12295;0;566505;0;167706;1122;5310464;0;10569;3;377310;0;3059;-1;122235;0;4333;134;139158;160;2943;0;132221;0;57509;314;1321490;0;5375;30;212659;0;1200;11;68007;0;2794;454;118179
ter;2022-04-18;118;2022;31;61077;1066;3346792;0;246;90;20779;0;559;1;24025;0;399;-1;28965;0;5853;137;373315;0;849;8;59745;0;1456;10;85226;0;12295;88;566593;24;167730;8230;5318694;2;10571;901;378211;0;3059;11;122246;0;4333;56;139214;161;2943;405;132626;7;57516;1814;1323304;0;5375;203;212862;0;1200;502;68509;0;2794;311;118490
qua;2022-04-19;118;2022;16;61093;2262;3349054;0;246;1;20780;0;559;2;24027;0;399;13;28978;1;5854;59;373374;0;849;26;59771;1;1457;17;85243;16;12311;10;566603;40;167770;7437;5326131;7;10578;703;378914;0;3059;85;122331;0;4333;159;139373;162;2943;400;133026;9;57525;1759;1325063;1;5376;294;213156;2;1202;698;69207;0;2794;266;118756
qui;2022-04-20;118;2022;15;61108;360;3349414;0;246;3;20783;0;559;2;24029;0;399;28;29006;2;5856;113;373487;0;849;3;59774;0;1457;10;85253;2;12313;1605;568208;35;167805;6323;5332454;3;10581;516;379430;1;3060;44;122375;1;4334;105;139478;163;2943;290;133316;11;57536;1429;1326492;2;5378;103;213259;0;1202;462;69669;0;2794;243;118999
sex;2022-04-21;118;2022;5;61113;126;3349540;0;246;1;20784;0;559;0;24029;1;400;8;29014;2;5858;50;373537;0;849;6;59780;0;1457;7;85260;6;12319;110;568318;41;167846;4503;5336957;4;10585;654;380084;1;3061;21;122396;2;4336;47;139525;164;2943;0;133316;21;57557;1544;1328036;1;5379;180;213439;0;1202;498;70167;1;2795;62;119061
sáb;2022-04-22;118;2022;0;61113;107;3349647;0;246;0;20784;0;559;0;24029;0;400;0;29014;1;5859;8;373545;0;849;5;59785;0;1457;6;85266;3;12322;0;568318;1;167847;502;5337459;0;10585;1;380085;0;3061;57;122453;0;4336;150;139675;165;2943;0;133316;1;57558;139;1328175;0;5379;11;213450;0;1202;19;70186;0;2795;28;119089
dom;2022-04-23;118;2022;1;61114;35;3349682;0;246;0;20784;0;559;0;24029;0;400;0;29014;0;5859;45;373590;0;849;5;59790;0;1457;0;85266;0;12322;0;568318;0;167847;0;5337459;0;10585;0;380085;0;3061;0;122453;0;4336;0;139675;166;2943;0;133316;0;57558;0;1328175;0;5379;0;213450;0;1202;0;70186;0;2795;0;119089
seg;2022-04-24;118;2022;11;61125;388;3350070;0;246;0;20784;0;559;0;24029;0;400;0;29014;0;5859;2;373592;0;849;0;59790;0;1457;0;85266;0;12322;0;568318;7;167854;2688;5340147;1;10586;288;380373;1;3062;-1;122452;0;4336;980;140655;167;2943;2;133318;2;57560;352;1328527;0;5379;48;213498;0;1202;605;70791;0;2795;6;119095
ter;2022-04-25;118;2022;79;61204;1217;3351287;0;246;0;20784;0;559;0;24029;0;400;35;29049;0;5859;54;373646;1;850;1;59791;0;1457;31;85297;4;12326;25;568343;0;167854;0;5340147;0;10586;0;380373;0;3062;0;122452;0;4336;0;140655;168;2943;0;133318;0;57560;0;1328527;0;5379;0;213498;0;1202;0;70791;0;2795;0;119095
qua;2022-04-26;118;2022;3;61207;1105;3352392;1;247;0;20784;0;559;6;24035;0;400;8;29057;1;5860;233;373879;0;850;25;59816;0;1457;70;85367;24;12350;77;568420;109;167963;14445;5354592;4;10590;1489;381862;2;3064;222;122674;2;4338;303;140958;169;2953;926;134244;27;57587;4342;1332869;2;5381;268;213766;0;1202;789;71580;2;2797;108;119203
qui;2022-04-27;118;2022;9;61216;152;3352544;0;247;12;20796;0;559;4;24039;0;400;20;29077;-2;5858;89;373968;0;850;11;59827;0;1457;27;85394;1;12351;332;568752;23;167986;6231;5360823;0;10590;571;382433;0;3064;21;122695;0;4338;202;141160;170;2955;511;134755;1;57588;2024;1334893;4;5385;135;213901;0;1202;48;71628;1;2798;59;119262
sex;2022-04-28;118;2022;0;61216;138;3352682;0;247;0;20796;0;559;0;24039;0;400;0;29077;-1;5857;26;373994;0;850;4;59831;1;1458;6;85400;6;12357;9;568761;3;167989;1554;5362377;0;10590;16;382449;0;3064;12;122707;1;4339;409;141569;171;2955;0;134755;3;57591;71;1334964;1;5386;18;213919;0;1202;237;71865;0;2798;77;119339
sáb;2022-04-29;118;2022;10;61226;36;3352718;0;247;0;20796;0;559;0;24039;0;400;0;29077;0;5857;22;374016;0;850;8;59839;0;1458;14;85414;0;12357;0;568761;11;168000;479;5362856;0;10590;5;382454;0;3064;-2;122705;0;4339;3;141572;172;2955;0;134755;1;57592;56;1335020;7;5393;51;213970;0;1202;182;72047;0;2798;4;119343
dom;2022-04-30;118;2022;1;61227;18;3352736;0;247;0;20796;0;559;0;24039;0;400;0;29077;0;5857;6;374022;0;850;0;59839;0;1458;0;85414;0;12357;0;568761;7;168007;608;5363464;0;10590;30;382484;0;3064;-2;122703;0;4339;0;141572;173;2955;0;134755;2;57594;-18;1335002;6;5399;38;214008;0;1202;47;72094;0;2798;171;119514
seg;2022-05-01;118;2022;4;61231;1175;3353911;0;247;0;20796;0;559;0;24039;0;400;0;29077;0;5857;10;374032;0;850;0;59839;0;1458;0;85414;0;12357;0;568761;2;168009;633;5364097;0;10590;0;382484;0;3064;0;122703;0;4339;0;141572;174;2955;0;134755;1;57595;99;1335101;1;5400;9;214017;0;1202;33;72127;0;2798;354;119868
ter;2022-05-02;118;2022;12;61243;758;3354669;0;247;2;20798;0;559;2;24041;0;400;32;29109;0;5857;62;374094;0;850;1;59840;0;1458;41;85455;1;12358;420;569181;51;168060;5725;5369822;0;10590;305;382789;1;3065;60;122763;1;4340;4;141576;175;2955;216;134971;25;57620;1132;1336233;1;5401;105;214122;0;1202;268;72395;1;2799;374;120242
qua;2022-05-03;118;2022;26;61269;998;3355667;0;247;1;20799;0;559;3;24044;1;401;42;29151;2;5859;169;374263;0;850;33;59873;0;1458;40;85495;4;12362;31;569212;46;168106;5693;5375515;1;10591;455;383244;0;3065;62;122825;1;4341;3;141579;176;2958;221;135192;10;57630;973;1337206;4;5405;111;214233;0;1202;569;72964;1;2800;266;120508
qui;2022-05-04;118;2022;16;61285;776;3356443;0;247;4;20803;0;559;6;24050;0;401;8;29159;0;5859;103;374366;0;850;12;59885;0;1458;45;85540;8;12370;373;569585;34;168140;4792;5380307;0;10591;477;383721;0;3065;52;122877;0;4341;5;141584;177;2958;120;135312;8;57638;748;1337954;0;5405;152;214385;1;1203;588;73552;0;2800;97;120605
sex;2022-05-05;118;2022;11;61296;882;3357325;0;247;1;20804;0;559;4;24054;0;401;26;29185;1;5860;106;374472;0;850;25;59910;0;1458;12;85552;6;12376;133;569718;53;168193;4013;5384320;3;10594;189;383910;0;3065;41;122918;0;4341;0;141584;178;2964;77;135389;14;57652;609;1338563;0;5405;99;214484;0;1203;1238;74790;1;2801;9;120614
sáb;2022-05-06;118;2022;0;61296;309;3357634;0;247;2;20806;0;559;6;24060;0;401;10;29195;0;5860;215;374687;0;850;22;59932;0;1458;70;85622;10;12386;61;569779;30;168223;5025;5389345;0;10594;592;384502;1;3066;20;122938;0;4341;4;141588;179;2965;92;135481;1;57653;1525;1340088;0;5405;87;214571;0;1203;116;74906;2;2803;16;120630
dom;2022-05-07;118;2022;22;61318;210;3357844;0;247;0;20806;0;559;0;24060;0;401;0;29195;0;5860;69;374756;0;850;18;59950;0;1458;6;85628;0;12386;0;569779;3;168226;2724;5392069;0;10594;1362;385864;0;3066;38;122976;0;4341;3;141591;180;2968;2;135483;-1;57652;90;1340178;0;5405;21;214592;0;1203;111;75017;0;2803;201;120831
seg;2022-05-08;118;2022;0;61318;825;3358669;0;247;0;20806;0;559;0;24060;1;402;0;29195;1;5861;5;374761;2;852;0;59950;0;1458;0;85628;9;12395;0;569779;1;168227;587;5392656;0;10594;424;386288;0;3066;-1;122975;0;4341;2;141593;181;2968;0;135483;1;57653;-49;1340129;0;5405;12;214604;0;1203;72;75089;0;2803;15;120846
ter;2022-05-09;118;2022;0;61318;761;3359430;0;247;1;20807;0;559;8;24068;0;402;8;29203;0;5861;63;374824;0;852;6;59956;0;1458;14;85642;0;12395;288;570067;45;168272;6717;5399373;2;10596;1498;387786;0;3066;28;123003;0;4341;0;141593;182;2968;473;135956;6;57659;1548;1341677;0;5405;125;214729;1;1204;168;75257;1;2804;168;121014
qua;2022-05-10;118;2022;35;61353;570;3360000;0;247;25;20832;0;559;8;24076;0;402;43;29246;0;5861;173;374997;0;852;28;59984;0;1458;8;85650;0;12395;33;570100;21;168293;6199;5405572;3;10599;1254;389040;0;3066;76;123079;0;4341;3;141596;183;2969;336;136292;3;57662;916;1342593;0;5405;89;214818;0;1204;231;75488;0;2804;177;121191
qui;2022-05-11;118;2022;24;61377;1406;3361406;0;247;17;20849;0;559;14;24090;0;402;12;29258;0;5861;179;375176;1;853;29;60013;0;1458;9;85659;12;12407;22;570122;18;168311;5973;5411545;0;10599;902;389942;0;3066;71;123150;1;4342;5;141601;184;2969;227;136519;11;57673;1237;1343830;0;5405;126;214944;0;1204;162;75650;0;2804;149;121340
